"SceneId";"ArcId";"Volume";"VolumeId";"StartPage";"StartPageId";"StartPanel";"StartPanelId";"EndPage";"EndPageId";"EndPanel";"EndPanelId";"Rank";"Panels";"Pages";"Characters";"MatchStart";"MatchEnd";"MatchBoth";"Characters";"Annotation"
2383;14;"L1";35;8;1578;1;11123;8;1578;7;11129;3154;7;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"TRUE"
2390;14;"L1";35;12;1582;1;11155;12;1582;10;11164;3161;10;1;2;"TRUE";"TRUE";"TRUE";"Griz,Louve Thorgalsdottir";"TRUE"
2391;14;"L1";35;13;1583;1;11165;14;1584;7;11181;3162;17;2;2;"TRUE";"FALSE";"FALSE";"Griz,Louve Thorgalsdottir";"TRUE"
2394;14;"L1";35;15;1585;4;11186;16;1586;3;11194;3165;9;2;2;"FALSE";"FALSE";"FALSE";"Griz,Louve Thorgalsdottir";"TRUE"
2395;14;"L1";35;16;1586;4;11195;17;1587;11;11210;3166;16;2;2;"FALSE";"TRUE";"FALSE";"Griz,Louve Thorgalsdottir";"FALSE"
2396;14;"L1";35;18;1588;1;11211;19;1589;3;11221;3167;11;2;2;"TRUE";"FALSE";"FALSE";"Griz,Louve Thorgalsdottir";"TRUE"
2399;14;"L1";35;24;1594;2;11262;24;1594;3;11263;3170;2;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Loup_16.34";"NA"
2403;14;"L1";35;27;1597;10;11296;29;1599;9;11312;3174;17;3;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa";"NA"
2404;14;"L1";35;29;1599;10;11313;31;1601;3;11325;3175;13;3;3;"FALSE";"FALSE";"FALSE";"Griz,Louve Thorgalsdottir,Raïssa";"TRUE"
2436;12;"K2";36;5;1621;3;11470;5;1621;5;11472;2746;3;1;3;"FALSE";"FALSE";"FALSE";"2 walkyries_K2.5,Brünhild,Kriss de Valnor";"TRUE"
2495;12;"K2";36;25;1641;1;11613;25;1641;4;11616;2805;4;1;4;"TRUE";"FALSE";"FALSE";"Fregg,Kriss de Valnor,Sonja,Villageoise_K2.25.1";"NA"
2496;12;"K2";36;25;1641;5;11617;25;1641;6;11618;2806;2;1;3;"FALSE";"FALSE";"FALSE";"Kriss de Valnor,Sonja,Villageoise_K2.25.1";"NA"
2497;12;"K2";36;25;1641;7;11619;25;1641;8;11620;2807;2;1;2;"FALSE";"TRUE";"FALSE";"Kriss de Valnor,Villageoise_K2.25.1";"TRUE"
2529;12;"K2";36;42;1658;1;11740;42;1658;3;11742;2839;3;1;2;"TRUE";"FALSE";"FALSE";"Kriss de Valnor,Voyante_K2.20";"TRUE"
2546;12;"K2";36;47;1663;7;11782;47;1663;9;11784;2856;3;1;3;"FALSE";"TRUE";"FALSE";"2 walkyries_K2.5,Brünhild,Kriss de Valnor";"FALSE"
2547;12;"K2";36;48;1664;1;11785;48;1664;6;11790;2857;6;1;2;"TRUE";"TRUE";"TRUE";"Hildebrün,Kriss de Valnor";"TRUE"
2563;15;"K3";37;7;1669;3;11820;7;1669;3;11820;3464;1;1;4;"FALSE";"FALSE";"FALSE";"Brünhild,Freyja,Kriss de Valnor,Walkyrie_K3.7";"TRUE"
2565;15;"K3";37;7;1669;5;11822;7;1669;5;11822;3466;1;1;2;"FALSE";"FALSE";"FALSE";"Kriss de Valnor,Walkyries_K3.7";"TRUE"
2566;15;"K3";37;7;1669;6;11823;7;1669;6;11823;3467;1;1;4;"FALSE";"FALSE";"FALSE";"Brünhild,Freyja,Kriss de Valnor,Walkyrie_K3.7";"FALSE"
2567;15;"K3";37;7;1669;7;11824;7;1669;7;11824;3468;1;1;2;"FALSE";"TRUE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2568;15;"K3";37;8;1670;1;11825;8;1670;6;11830;3469;6;1;2;"TRUE";"TRUE";"TRUE";"Hildebrün,Kriss de Valnor";"TRUE"
2569;15;"K3";37;9;1671;1;11831;10;1672;9;11847;3470;17;2;2;"TRUE";"TRUE";"TRUE";"Hildebrün,Kriss de Valnor";"TRUE"
2570;15;"K3";37;11;1673;1;11848;11;1673;3;11850;3471;3;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2572;15;"K3";37;12;1674;1;11854;12;1674;1;11854;3473;1;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2574;15;"K3";37;13;1675;8;11869;13;1675;9;11870;3475;2;1;2;"FALSE";"TRUE";"FALSE";"Hildebrün,Kriss de Valnor";"FALSE"
2575;15;"K3";37;14;1676;1;11871;16;1678;7;11893;3476;23;3;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2578;15;"K3";37;17;1679;6;11900;18;1680;3;11904;3479;5;2;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2582;15;"K3";37;19;1681;4;11911;19;1681;7;11911;3483;1;1;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2585;15;"K3";37;20;1682;4;11918;20;1682;6;11920;3486;3;1;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"FALSE"
2587;15;"K3";37;21;1683;1;11922;21;1683;3;11924;3488;3;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2599;15;"K3";37;27;1689;4;11968;27;1689;4;11968;3500;1;1;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"NA"
2602;15;"K3";37;28;1690;1;11974;28;1690;7;11980;3503;7;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"FALSE"
2605;15;"K3";37;30;1692;1;11990;30;1692;2;11991;3506;2;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"FALSE"
2607;15;"K3";37;31;1693;1;11997;31;1693;3;11999;3508;3;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2610;15;"K3";37;33;1695;1;12011;33;1695;3;12013;3511;3;1;2;"TRUE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2613;15;"K3";37;34;1696;8;12026;34;1696;8;12026;3514;1;1;2;"FALSE";"TRUE";"FALSE";"Hildebrün,Kriss de Valnor";"NA"
2616;15;"K3";37;36;1698;4;12037;36;1698;5;12038;3517;2;1;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"TRUE"
2626;15;"K3";37;40;1702;4;12069;40;1702;9;12074;3527;6;1;2;"FALSE";"FALSE";"FALSE";"Hildebrün,Kriss de Valnor";"FALSE"
2627;15;"K3";37;40;1702;10;12075;41;1703;7;12082;3528;8;2;2;"FALSE";"FALSE";"FALSE";"Brünhild,Kriss de Valnor";"FALSE"
2718;14;"L2";38;46;1754;1;12467;46;1754;6;12472;3278;6;1;2;"TRUE";"FALSE";"FALSE";"3 mégères_L2.46,Aaricia Gandalfsdottir";"FALSE"
2743;16;"J1";39;18;1772;5;12597;18;1772;5;12597;130;1;1;3;"FALSE";"FALSE";"FALSE";"Chloé Minkelsönn,Judith Minkelsönn,Servane Minkelsönn";"NA"
2747;16;"J1";39;19;1773;1;12601;19;1773;1;12601;134;1;1;4;"TRUE";"FALSE";"FALSE";"Chloé Minkelsönn,Frigg,Judith Minkelsönn,Servane Minkelsönn";"NA"
2758;16;"J1";39;25;1779;2;12654;25;1779;9;12661;145;8;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Solveig";"FALSE"
2763;16;"J1";39;28;1782;6;12680;28;1782;11;12685;150;6;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Frigg";"FALSE"
2855;14;"L3";40;46;1846;3;13138;46;1846;10;13145;3348;8;1;3;"FALSE";"TRUE";"FALSE";"Avrenim,Cléo,Louve Thorgalsdottir";"FALSE"
2859;14;"L3";40;47;1847;6;13151;48;1848;6;13159;3352;9;2;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"FALSE"
2908;15;"K4";41;27;1873;5;13321;27;1873;5;13321;3594;1;1;2;"FALSE";"FALSE";"FALSE";"Servante_K4.27,Servantes_K4.27";"NA"
2928;15;"K4";41;37;1883;6;13386;37;1883;6;13386;3614;1;1;2;"FALSE";"FALSE";"FALSE";"Ingvild,Xia";"TRUE"
2969;13;"34";42;9;1901;4;13495;9;1901;4;13495;3752;1;1;3;"FALSE";"FALSE";"FALSE";"Concubines_34.9,Shazade,Shirine";"NA"
2973;13;"34";42;10;1902;4;13502;10;1902;4;13502;3756;1;1;2;"FALSE";"FALSE";"FALSE";"Shazade,Shirine";"NA"
2979;13;"34";42;11;1903;2;13508;11;1903;2;13508;3762;1;1;3;"FALSE";"FALSE";"FALSE";"Shazade,Shirine,Suivantes_34.11";"TRUE"
2998;13;"34";42;16;1908;1;13544;16;1908;1;13544;3781;1;1;2;"TRUE";"FALSE";"FALSE";"Harâm_34.16,Salouma";"NA"
2999;13;"34";42;16;1908;2;13545;16;1908;2;13545;3782;1;1;3;"FALSE";"FALSE";"FALSE";"Harâm_34.16,Jabirah,Salouma";"NA"
3072;13;"34";42;39;1931;6;13701;39;1931;6;13701;3855;1;1;3;"FALSE";"FALSE";"FALSE";"Femme d'Herzog_34.39,Salouma,Servante_34.39";"TRUE"
3080;13;"34";42;41;1933;6;13715;41;1933;6;13715;3863;1;1;2;"FALSE";"FALSE";"FALSE";"Lehla,Salouma";"FALSE"
3083;13;"34";42;42;1934;1;13717;42;1934;2;13718;3866;2;1;3;"TRUE";"FALSE";"FALSE";"Lehla,Salouma,Servantes_34.42";"FALSE"
3084;13;"34";42;42;1934;3;13719;42;1934;5;13721;3867;3;1;4;"FALSE";"FALSE";"FALSE";"Femme d'Herzog_34.39,Lehla,Salouma,Servantes_34.42";"FALSE"
3185;17;"L4";44;9;1993;5;14169;9;1993;5;14169;3890;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Yasmina";"FALSE"
3186;17;"L4";44;10;1994;1;14170;10;1994;3;14172;3891;3;1;4;"TRUE";"FALSE";"FALSE";"Fille_L4.2,Fille_L4.3,Mygg,Patö";"FALSE"
3187;17;"L4";44;10;1994;4;14173;12;1996;6;14188;3892;16;3;5;"FALSE";"TRUE";"FALSE";"Fille_L4.2,Fille_L4.3,Mygg,Patö,Raïssa";"TRUE"
3189;17;"L4";44;13;1997;2;14190;16;2000;7;14216;3894;27;4;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"FALSE"
3223;17;"L4";44;41;2025;4;14396;41;2025;9;14401;3928;6;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3231;17;"L4";44;43;2027;8;14415;43;2027;8;14415;3936;1;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3233;17;"L4";44;45;2029;1;14425;45;2029;5;14429;3938;5;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3234;17;"L4";44;45;2029;6;14430;46;2030;6;14437;3939;8;2;3;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3235;17;"L4";44;46;2030;7;14438;48;2032;2;14445;3940;8;3;6;"FALSE";"FALSE";"FALSE";"Loup_L4.46.1,Loup_L4.46.2,Loup_L4.46.3,Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3236;17;"L4";44;48;2032;3;14446;48;2032;7;14450;3941;5;1;5;"FALSE";"TRUE";"FALSE";"Loup_L4.46.1,Loup_L4.46.2,Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3294;15;"K5";45;31;2061;4;14633;31;2061;6;14635;3690;3;1;2;"FALSE";"FALSE";"FALSE";"Gwenda d'Auxaterra,Kriss de Valnor";"TRUE"
3339;17;"L5";46;5;2081;1;14792;5;2081;4;14795;3947;4;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3341;17;"L5";46;7;2083;1;14802;7;2083;2;14803;3949;2;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3348;17;"L5";46;9;2085;5;14822;10;2086;1;14825;3956;4;2;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa";"TRUE"
3349;17;"L5";46;10;2086;2;14826;12;2088;9;14848;3957;23;3;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3355;17;"L5";46;15;2091;1;14865;16;2092;7;14878;3963;14;2;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3356;17;"L5";46;16;2092;8;14879;16;2092;8;14879;3964;1;1;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"NA"
3359;17;"L5";46;19;2095;1;14898;19;2095;9;14906;3967;9;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3365;17;"L5";46;23;2099;1;14929;23;2099;8;14936;3973;8;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3366;17;"L5";46;24;2100;1;14937;25;2101;9;14953;3974;17;2;3;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3369;17;"L5";46;27;2103;1;14963;27;2103;9;14971;3977;9;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3381;17;"L5";46;35;2111;1;15030;35;2111;7;15036;3989;7;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3384;17;"L5";46;37;2113;1;15045;37;2113;3;15047;3992;3;1;4;"TRUE";"FALSE";"FALSE";"Loup_L5.26.1,Loup_L5.26.2,Louve Thorgalsdottir,Yasmina";"TRUE"
3385;17;"L5";46;37;2113;4;15048;37;2113;4;15048;3993;1;1;3;"FALSE";"FALSE";"FALSE";"Loup_L5.26.1,Louve Thorgalsdottir,Yasmina";"TRUE"
3386;17;"L5";46;37;2113;5;15049;37;2113;8;15052;3994;4;1;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3387;17;"L5";46;37;2113;9;15053;37;2113;10;15054;3995;2;1;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"NA"
3388;17;"L5";46;38;2114;1;15055;38;2114;4;15058;3996;4;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa";"FALSE"
3392;17;"L5";46;38;2114;8;15062;39;2115;8;15072;4000;11;2;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa";"FALSE"
3393;17;"L5";46;40;2116;1;15073;41;2117;9;15090;4001;18;2;4;"TRUE";"FALSE";"FALSE";"Anina,Louve Thorgalsdottir,Raïssa,Yasmina";"FALSE"
3394;17;"L5";46;41;2117;10;15091;41;2117;10;15091;4002;1;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3395;17;"L5";46;42;2118;1;15092;42;2118;1;15092;4003;1;1;2;"TRUE";"FALSE";"FALSE";"Anina,Raïssa";"TRUE"
3397;17;"L5";46;43;2119;1;15100;43;2119;3;15102;4005;3;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3398;17;"L5";46;43;2119;4;15103;43;2119;7;15106;4006;4;1;3;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
3402;17;"L5";46;46;2122;1;15127;46;2122;6;15132;4010;6;1;3;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
3487;19;"K6";48;22;2191;3;15636;22;2191;5;15638;4042;3;1;2;"FALSE";"FALSE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3489;19;"K6";48;23;2192;7;15648;23;2192;8;15649;4044;2;1;2;"FALSE";"TRUE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3490;19;"K6";48;24;2193;1;15650;24;2193;11;15660;4045;11;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"FALSE"
3502;19;"K6";48;31;2200;8;15720;31;2200;9;15721;4057;2;1;2;"FALSE";"TRUE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3540;19;"K6";48;54;2223;1;15896;54;2223;6;15901;4095;6;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"TRUE"
3541;19;"K6";48;55;2224;1;15902;55;2224;12;15913;4096;12;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"FALSE"
3572;18;"J4";49;27;2251;1;16097;27;2251;8;16104;336;8;1;3;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Enyd,Isoline";"FALSE"
3577;18;"J4";49;31;2255;1;16123;31;2255;6;16128;341;6;1;3;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Enyd,Isoline";"FALSE"
3622;20;"L6";50;6;2276;1;16285;6;2276;4;16288;4183;4;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3623;20;"L6";50;6;2276;5;16289;7;2277;1;16292;4184;4;2;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3646;20;"L6";50;12;2282;7;16333;12;2282;8;16334;4207;2;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3650;20;"L6";50;16;2286;1;16356;16;2286;3;16358;4211;3;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3686;20;"L6";50;42;2312;1;16548;43;2313;6;16559;4247;12;2;3;"TRUE";"FALSE";"FALSE";"Chats ailés_L6.42,Cléo,Frigg";"FALSE"
3805;20;"L7";52;25;2392;3;17120;25;2392;6;17123;4286;4;1;3;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Mégères_L7.25,Yasmina";"TRUE"
3821;20;"L7";52;39;2406;6;17216;39;2406;6;17216;4302;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"TRUE"
3822;20;"L7";52;40;2407;1;17217;40;2407;1;17217;4303;1;1;3;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
