"Volume","Page","Panel","PanelId","Characters"
"20",20,7,6051,"Aaricia Gandalfsdottir;Arkadès;Darek le Svéar;Esclave_20.18;Garde_20.18.2;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,1,6052,"Aaricia Gandalfsdottir;Arkadès;Darek le Svéar;Esclave_20.18;Garde_20.18.2;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,2,6053,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.2;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,3,6054,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,4,6055,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,5,6056,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.3;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,6,6057,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,7,6058,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Garde_20.18.4;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",21,8,6059,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",21,9,6060,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",22,1,6061,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",22,2,6062,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",22,3,6063,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",22,4,6064,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir"
"20",22,5,6065,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",22,6,6066,"Aaricia Gandalfsdottir;Arkadès;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",22,7,6067,"Aaricia Gandalfsdottir;Arkadès;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",23,1,6068,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",23,2,6069,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",23,3,6070,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Muff"
"20",23,4,6071,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Muff"
"20",23,5,6072,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Muff"
"20",23,6,6073,"Aaricia Gandalfsdottir;Jolan Thorgalsson"
"20",23,7,6074,"Aaricia Gandalfsdottir;Darek le Svéar;Esclave_20.18;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",24,1,6075,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,2,6076,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,3,6077,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,4,6078,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,5,6079,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,6,6080,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,7,6081,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",24,8,6082,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff;Voleur_20.24.1"
"20",25,1,6083,"Voleur_20.24.1;Voleur_20.24.2"
"20",25,2,6084,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff;Voleur_20.24.1;Voleur_20.24.2"
"20",25,3,6085,"4 voleurs_20.25;Voleur_20.24.1;Voleur_20.24.2"
"20",25,4,6086,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",25,5,6087,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",25,6,6088,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",25,7,6089,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",26,1,6090,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",26,2,6091,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",26,3,6092,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Loups_20.18;Louve Thorgalsdottir;Muff"
"20",26,4,6093,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",26,5,6094,"Aaricia Gandalfsdottir;Jolan Thorgalsson;Louve Thorgalsdottir;Muff"
"20",27,1,6095,"Jolan Thorgalsson;Pêcheurs_20.27"
"20",27,2,6096,"Jolan Thorgalsson;Pêcheurs_20.27"
"20",27,3,6097,"Jolan Thorgalsson;Pêcheurs_20.27"
"20",27,4,6098,"Jolan Thorgalsson;Pêcheurs_20.27"
"20",27,5,6099,"Darek le Svéar;Jolan Thorgalsson"
"20",27,6,6100,"Darek le Svéar;Jolan Thorgalsson"
"20",27,7,6101,"Aaricia Gandalfsdottir;Louve Thorgalsdottir;Muff"
"20",28,1,6102,"Darek le Svéar;Jolan Thorgalsson;Villageois_20.28"
"20",28,2,6103,"Darek le Svéar;Jolan Thorgalsson;Villageois_20.28"
"20",28,3,6104,"Darek le Svéar;Jolan Thorgalsson"
"20",28,4,6105,"Darek le Svéar;Jolan Thorgalsson"
"20",28,5,6106,"Darek le Svéar;Jolan Thorgalsson"
"20",28,6,6107,"Darek le Svéar;Jolan Thorgalsson"
"20",28,7,6108,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",28,8,6109,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,1,6110,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,2,6111,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,3,6112,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,4,6113,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,5,6114,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,6,6115,"Aaricia Gandalfsdottir;Erik_20.3;Louve Thorgalsdottir;Muff"
"20",29,7,6116,"Aaricia Gandalfsdottir;Arkadès;Erik_20.3;Kriss de Valnor;Louve Thorgalsdottir;Muff"
"20",29,8,6117,"Aaricia Gandalfsdottir;Arkadès;Erik_20.3;Kriss de Valnor;Louve Thorgalsdottir;Muff"
"20",30,1,6118,"Darek le Svéar;Jolan Thorgalsson"
"20",30,2,6119,"Darek le Svéar;Jolan Thorgalsson"
"20",30,3,6120,"Darek le Svéar;Jolan Thorgalsson"
"20",30,4,6121,"Darek le Svéar;Jolan Thorgalsson"
"20",30,5,6122,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",30,6,6123,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",30,7,6124,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,1,6125,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,2,6126,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,3,6127,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,4,6128,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,5,6129,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,6,6130,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",31,7,6131,"Esclaves_20.31;Gardes_20.31"
"20",32,1,6132,"Esclavagiste byzantin_20.32;Esclaves_20.31;Gardes_20.31;Kriss de Valnor"
"20",32,2,6133,"Esclavagiste byzantin_20.32;Kriss de Valnor"
"20",32,3,6134,"Esclavagiste byzantin_20.32;Kriss de Valnor"
"20",32,4,6135,"Esclavagiste byzantin_20.32;Kriss de Valnor"
"20",32,5,6136,"Esclavagiste byzantin_20.32;Kriss de Valnor"
"20",32,6,6137,"Esclavagiste byzantin_20.32;Kriss de Valnor"
"20",33,1,6138,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,2,6139,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,3,6140,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,4,6141,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,5,6142,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,6,6143,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,7,6144,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",33,8,6145,"Aaricia Gandalfsdottir;Kriss de Valnor;Louve Thorgalsdottir"
"20",34,1,6146,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",34,2,6147,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",34,3,6148,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",34,4,6149,"Darek le Svéar;Jolan Thorgalsson;Muff"
"20",34,5,6150,"Darek le Svéar;Jolan Thorgalsson"
"20",34,6,6151,"Gardes_20.34"
"20",34,7,6152,"Darek le Svéar;Jolan Thorgalsson"
"20",34,8,6153,"Darek le Svéar;Jolan Thorgalsson"
"20",35,1,6154,"Darek le Svéar;Jolan Thorgalsson"
"20",35,2,6155,"Darek le Svéar;Jolan Thorgalsson"
"20",35,3,6156,"Darek le Svéar;Jolan Thorgalsson"
"20",35,4,6157,"Darek le Svéar;Jolan Thorgalsson"
"20",35,5,6158,"Arkadès;Darek le Svéar;Esclavagiste byzantin_20.32"
"20",35,6,6159,"Arkadès;Darek le Svéar;Esclavagiste byzantin_20.32"
"20",35,7,6160,"Arkadès;Darek le Svéar;Esclavagiste byzantin_20.32"
"20",35,8,6161,"Darek le Svéar"
"20",35,9,6162,"Darek le Svéar"
"20",35,10,6163,"Darek le Svéar;Jolan Thorgalsson"
"20",36,1,6164,"Darek le Svéar;Jolan Thorgalsson"
"20",36,2,6165,"Darek le Svéar;Jolan Thorgalsson"
"20",36,3,6166,"Darek le Svéar;Jolan Thorgalsson"
"20",36,4,6167,"Arkadès;Darek le Svéar;Jolan Thorgalsson"
"20",36,5,6168,"Arkadès;Darek le Svéar;Jolan Thorgalsson"
"20",36,6,6169,"Arkadès;Darek le Svéar;Jolan Thorgalsson"
"20",36,7,6170,"Arkadès;Darek le Svéar;Jolan Thorgalsson"
"20",36,8,6171,"Arkadès;Darek le Svéar;Jolan Thorgalsson"
"20",36,9,6172,"Darek le Svéar;Jolan Thorgalsson"
"20",36,10,6173,"Darek le Svéar;Jolan Thorgalsson"
"20",36,11,6174,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,1,6175,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,2,6176,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,3,6177,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,4,6178,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,5,6179,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,6,6180,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,7,6181,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,8,6182,"Darek le Svéar;Garde_20.36.1;Garde_20.36.2;Jolan Thorgalsson"
"20",37,9,6183,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,1,6184,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,2,6185,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,3,6186,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,4,6187,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,5,6188,"Darek le Svéar;Esclaves_20.37;Gunnar_20.37;Jolan Thorgalsson"
"20",38,6,6189,"Esclaves_20.37;Garde_20.36.1;Garde_20.36.2"
"20",38,7,6190,"Esclaves_20.37;Garde_20.36.1;Garde_20.36.2"
"20",39,1,6191,"Darek le Svéar;Esclaves_20.39.1;Jolan Thorgalsson"
"20",39,2,6192,"Darek le Svéar;Esclaves_20.39.2;Jolan Thorgalsson;Lehla"
"20",39,3,6193,"Darek le Svéar;Esclaves_20.39.2;Jolan Thorgalsson;Lehla"
"20",39,4,6194,"Darek le Svéar;Esclaves_20.39.2;Jolan Thorgalsson;Lehla"
"20",39,5,6195,"Darek le Svéar;Esclaves_20.39.2;Jolan Thorgalsson;Lehla"
"20",39,6,6196,"Darek le Svéar;Esclaves_20.39.2;Lehla"
"20",39,7,6197,"Darek le Svéar;Esclaves_20.39.2;Lehla"
"20",39,8,6198,"Jolan Thorgalsson"
"20",40,1,6199,"Gardes_20.40;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",40,2,6200,"Gardes_20.40;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",40,3,6201,"Gardes_20.40;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",40,4,6202,"Gardes_20.40;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",40,5,6203,"Garde_20.40;Jolan Thorgalsson"
"20",40,6,6204,"Garde_20.40;Jolan Thorgalsson"
"20",40,7,6205,"Jolan Thorgalsson"
"20",40,8,6206,"Jolan Thorgalsson"
"20",41,1,6207,"Jolan Thorgalsson"
"20",41,2,6208,"Aaricia Gandalfsdottir;Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor;Louve Thorgalsdottir"
"20",41,3,6209,"Aaricia Gandalfsdottir;Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor;Louve Thorgalsdottir"
"20",41,4,6210,"Aaricia Gandalfsdottir;Équipage_20.41;Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor;Louve Thorgalsdottir"
"20",41,5,6211,"Aaricia Gandalfsdottir;Équipage_20.41;Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor;Louve Thorgalsdottir"
"20",41,6,6212,"Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor"
"20",41,7,6213,"Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor"
"20",42,1,6214,"Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor"
"20",42,2,6215,"Garde_20.41.1;Garde_20.41.2;Jolan Thorgalsson;Kriss de Valnor"
"20",42,3,6216,"Garde_20.41.1;Jolan Thorgalsson;Kriss de Valnor"
"20",42,4,6217,"Garde_20.41.1;Jolan Thorgalsson;Kriss de Valnor"
"20",42,5,6218,"Jolan Thorgalsson;Kriss de Valnor"
"20",42,6,6219,"Jolan Thorgalsson;Kriss de Valnor"
"20",42,7,6220,"Équipage_20.41;Gunnar_20.37;Jolan Thorgalsson;Kriss de Valnor;Vikings_20.40"
"20",42,8,6221,"Équipage_20.41;Gunnar_20.37;Jolan Thorgalsson;Kriss de Valnor;Vikings_20.40"
"20",42,9,6222,"Équipage_20.41;Gunnar_20.37;Jolan Thorgalsson;Kriss de Valnor;Vikings_20.40"
"20",43,1,6223,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",43,2,6224,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",43,3,6225,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",43,4,6226,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",43,5,6227,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",43,6,6228,"Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Vikings_20.40"
"20",44,1,6229,"Darek le Svéar;Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Lehla;Muff;Vikings_20.40"
"20",44,2,6230,"Darek le Svéar;Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Lehla;Muff;Vikings_20.40"
"20",44,3,6231,"Darek le Svéar;Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Lehla;Muff;Vikings_20.40"
"20",44,4,6232,"Darek le Svéar;Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Lehla;Muff;Vikings_20.40"
"20",44,5,6233,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",44,6,6234,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",44,7,6235,"Darek le Svéar;Esclavagiste byzantin_20.32;Gunnar_20.37;Jolan Thorgalsson;Lehla;Muff;Vikings_20.40"
"20",45,1,6236,"Jolan Thorgalsson;Muff"
"20",45,2,6237,"Jolan Thorgalsson;Muff"
"20",45,3,6238,"Arkadès;Jolan Thorgalsson;Muff"
"20",45,4,6239,"Arkadès;Jolan Thorgalsson;Muff"
"20",45,5,6240,"Arkadès;Jolan Thorgalsson;Muff"
"20",45,6,6241,"Arkadès;Jolan Thorgalsson;Muff"
"20",45,7,6242,"Arkadès;Jolan Thorgalsson;Muff"
"20",45,8,6243,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,1,6244,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,2,6245,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,3,6246,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,4,6247,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,5,6248,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,6,6249,"Arkadès;Jolan Thorgalsson;Muff"
"20",46,7,6250,"Jolan Thorgalsson;Muff"
"20",46,8,6251,"Jolan Thorgalsson;Muff"
"20",47,1,6252,"Jolan Thorgalsson;Muff;Pêcheur_20.47"
"20",47,2,6253,"Jolan Thorgalsson;Muff;Pêcheur_20.47"
"20",47,3,6254,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",47,4,6255,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",47,5,6256,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",47,6,6257,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",47,7,6258,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",47,8,6259,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,1,6260,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,2,6261,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,3,6262,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,4,6263,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,5,6264,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,6,6265,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"20",48,7,6266,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",3,1,6267,"Kriss de Valnor;Thorgal Aegirsson"
"21",3,2,6268,"Kriss de Valnor;Thorgal Aegirsson"
"21",3,3,6269,"Kriss de Valnor;Thorgal Aegirsson"
"21",3,4,6270,"Kriss de Valnor;Thorgal Aegirsson"
"21",3,5,6271,"Kriss de Valnor;Serviteur_21.3;Thorgal Aegirsson"
"21",4,1,6272,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,2,6273,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,3,6274,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,4,6275,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,5,6276,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,6,6277,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",4,7,6278,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,1,6279,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,2,6280,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,3,6281,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,4,6282,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,5,6283,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,6,6284,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,7,6285,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",5,8,6286,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",6,1,6287,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",6,2,6288,"Capitaine arbalette_21.4.4;Capitaine bleu_21.4.3;Capitaine bonnet_21.4.2;Capitaine chauve_21.4.1;Capitaine fourrure_21.4.5;Kriss de Valnor;Thorgal Aegirsson;Varrak"
"21",6,3,6289,"Capitaine arbalette_21.4.4;Capitaine fourrure_21.4.5;Kriss de Valnor;Serviteur_21.3;Varrak"
"21",6,4,6290,"Capitaine arbalette_21.4.4;Capitaine fourrure_21.4.5;Kriss de Valnor;Serviteur_21.3;Varrak"
"21",6,5,6291,"Capitaine arbalette_21.4.4;Capitaine fourrure_21.4.5;Kriss de Valnor;Varrak"
"21",6,6,6292,"Capitaine arbalette_21.4.4;Capitaine fourrure_21.4.5;Kriss de Valnor;Varrak"
"21",6,7,6293,"Kriss de Valnor"
"21",7,1,6294,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",7,2,6295,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",7,3,6296,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",7,4,6297,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",7,5,6298,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",7,6,6299,"Darek le Svéar;Lehla;Muff"
"21",7,7,6300,"Darek le Svéar;Lehla;Muff"
"21",8,1,6301,"Darek le Svéar;Lehla;Muff"
"21",8,2,6302,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",8,3,6303,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",8,4,6304,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",8,5,6305,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",8,6,6306,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",9,1,6307,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",9,2,6308,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",9,3,6309,"Darek le Svéar;Jolan Thorgalsson;Lehla;Muff"
"21",9,4,6310,"Jolan Thorgalsson;Muff"
"21",9,5,6311,"Jolan Thorgalsson;Muff"
"21",9,6,6312,"Jolan Thorgalsson;Muff"
"21",9,7,6313,""
"21",10,1,6314,"Jolan Thorgalsson;Muff"
"21",10,2,6315,"Jolan Thorgalsson;Muff"
