"Volume","Page","Panel","PanelId","Characters"
"01",7,4,34,"Sharn;Slive;Thorgal Aegirsson"
"01",7,5,35,"Sharn;Slive;Thorgal Aegirsson"
"01",7,6,36,"Sharn;Slive;Thorgal Aegirsson"
"01",7,7,37,"Sharn;Slive;Thorgal Aegirsson"
"01",7,8,38,"Sharn;Slive;Thorgal Aegirsson"
"01",8,1,39,"Sharn;Slive;Thorgal Aegirsson"
"01",8,2,40,"Sharn;Slive;Thorgal Aegirsson"
"01",8,3,41,"Sharn;Slive;Thorgal Aegirsson"
"01",8,4,42,"Sharn;Slive;Thorgal Aegirsson"
"01",8,5,43,"Sharn;Slive;Thorgal Aegirsson"
"01",8,6,44,"Sharn;Slive;Thorgal Aegirsson"
"01",8,7,45,"Sharn;Slive;Thorgal Aegirsson"
"01",9,1,46,"Sharn;Slive;Thorgal Aegirsson"
"01",9,2,47,"Sharn;Slive;Thorgal Aegirsson"
"01",9,3,48,"Sharn;Slive;Thorgal Aegirsson"
"01",9,4,49,"Sharn;Slive;Thorgal Aegirsson"
"01",9,5,50,"Sharn;Slive;Thorgal Aegirsson"
"01",10,1,51,"Sharn;Slive;Thorgal Aegirsson"
"01",10,2,52,"Sharn;Slive;Thorgal Aegirsson"
"01",10,3,53,"Sharn;Slive;Thorgal Aegirsson"
"01",10,4,54,"Sharn;Slive;Thorgal Aegirsson"
"01",10,5,55,"Sharn;Slive;Thorgal Aegirsson"
"01",10,6,56,"Thorgal Aegirsson"
"01",10,7,57,"Thorgal Aegirsson"
"01",11,1,58,"Thorgal Aegirsson"
"01",11,2,59,"Gardien géant_1.11;Thorgal Aegirsson"
"01",11,3,60,"Gardien géant_1.11;Thorgal Aegirsson"
"01",11,4,61,"Gardien géant_1.11;Thorgal Aegirsson"
"01",11,5,62,"Gardien géant_1.11;Thorgal Aegirsson"
"01",11,6,63,"Gardien géant_1.11;Thorgal Aegirsson"
"01",12,1,64,"Gardien géant_1.11;Thorgal Aegirsson"
"01",12,2,65,"Gardien géant_1.11;Thorgal Aegirsson"
"01",12,3,66,"Gardien géant_1.11;Thorgal Aegirsson"
"01",12,4,67,"Gardien géant_1.11;Thorgal Aegirsson"
"01",12,5,68,"Thorgal Aegirsson"
"01",12,6,69,"Thorgal Aegirsson"
"01",12,7,70,"Thorgal Aegirsson"
"01",12,8,71,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,1,72,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,2,73,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,3,74,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,4,75,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,5,76,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,6,77,"Gardien nain_1.12;Thorgal Aegirsson"
"01",13,7,78,"Gardien nain_1.12;Sharn;Thorgal Aegirsson"
"01",14,1,79,"Gardien nain_1.12;Sharn;Thorgal Aegirsson"
"01",14,2,80,"Gardien nain_1.12;Sharn;Thorgal Aegirsson"
"01",14,3,81,"Sharn;Thorgal Aegirsson"
"01",14,4,82,"Sharn;Thorgal Aegirsson"
"01",14,5,83,"Sharn;Slive;Thorgal Aegirsson"
"01",14,6,84,"Sharn;Slive;Thorgal Aegirsson"
"01",15,1,85,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",15,2,86,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",15,3,87,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",15,4,88,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",16,1,89,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",16,2,90,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",16,3,91,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",16,4,92,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15"
"01",16,5,93,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,1,94,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,2,95,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,3,96,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,4,97,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,5,98,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,6,99,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",17,7,100,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,1,101,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,2,102,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,3,103,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,4,104,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,5,105,"Fural;Gandalf-le-fou;Hériulf_1.15;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",18,6,106,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,1,107,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,2,108,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,3,109,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,4,110,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,5,111,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,6,112,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,7,113,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,8,114,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Spectateurs_1.15;Thorgal Aegirsson"
"01",19,9,115,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,1,116,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,2,117,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,3,118,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,4,119,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,5,120,"Aaricia Gandalfsdottir;Fural;Gandalf-le-fou;Hiérulf-le-penseur;Palefrenier_1.15;Sharn;Slive;Spectateurs_1.15;Thorgal Aegirsson"
"01",20,6,121,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",20,7,122,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",21,1,123,"Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",21,2,124,"Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",21,3,125,"Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",21,4,126,"Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",21,5,127,"Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",21,6,128,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,1,129,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,2,130,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,3,131,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,4,132,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,5,133,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",22,6,134,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",23,1,135,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",23,2,136,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",23,3,137,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,1,138,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,2,139,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,3,140,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,4,141,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,5,142,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",24,6,143,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,1,144,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,2,145,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,3,146,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,4,147,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,5,148,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,6,149,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,7,150,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",25,8,151,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,1,152,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,2,153,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,3,154,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,4,155,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,5,156,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",26,6,157,"Baalds_1.21;Fural;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",27,1,158,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",27,2,159,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",27,3,160,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",27,4,161,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",27,5,162,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",28,1,163,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",28,2,164,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",28,3,165,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",28,4,166,"Fural;Sharn;Slive;Thorgal Aegirsson"
"01",28,5,167,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",28,6,168,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",28,7,169,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",29,1,170,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",29,2,171,"Aaricia Gandalfsdottir;Fural;Thorgal Aegirsson"
"01",29,3,172,"Aaricia Gandalfsdottir;Gandalf-le-fou;Thorgal Aegirsson"
"01",29,4,173,"Aaricia Gandalfsdottir;Gandalf-le-fou;Thorgal Aegirsson"
"01",29,5,174,"Aaricia Gandalfsdottir;Gandalf-le-fou;Thorgal Aegirsson"
"01",29,6,175,"Aaricia Gandalfsdottir;Gandalf-le-fou;Thorgal Aegirsson"
"01",29,7,176,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,1,177,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,2,178,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,3,179,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,4,180,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,5,181,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,6,182,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",30,7,183,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,1,184,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,2,185,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,3,186,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,4,187,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,5,188,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,6,189,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",31,7,190,"Aaricia Gandalfsdottir;Gandalf-le-fou;Sharn;Slive;Thorgal Aegirsson"
"01",32,1,191,"Aaricia Gandalfsdottir;Sharn;Slive;Thorgal Aegirsson"
"01",32,2,192,"Aaricia Gandalfsdottir;Sharn;Slive;Thorgal Aegirsson"
"01",32,3,193,"Aaricia Gandalfsdottir;Sharn;Slive;Thorgal Aegirsson"
"01",32,4,194,"Aaricia Gandalfsdottir;Sharn;Slive;Thorgal Aegirsson"
"01",32,5,195,"Aaricia Gandalfsdottir;Thorgal Aegirsson"
"01",32,6,196,"Aaricia Gandalfsdottir;Thorgal Aegirsson"
"01",33,1,197,"Fural;Thorgal Aegirsson"
"01",33,2,198,"Thorgal Aegirsson"
"01",33,3,199,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,1,200,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,2,201,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,3,202,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,4,203,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,5,204,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",34,6,205,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",35,1,206,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",35,2,207,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",35,3,208,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",35,4,209,"Fural;Loups_1.33;Thorgal Aegirsson"
"01",36,1,210,"Fural;Thorgal Aegirsson"
"01",36,2,211,"Fural;Thorgal Aegirsson"
"01",36,3,212,"Ragnhild;Thorgal Aegirsson"
"01",36,4,213,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",36,5,214,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,1,215,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,2,216,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,3,217,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,4,218,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,5,219,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",37,6,220,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,1,221,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,2,222,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,3,223,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,4,224,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,5,225,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",38,6,226,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,1,227,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,2,228,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,3,229,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,4,230,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,5,231,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,6,232,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,7,233,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,8,234,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",39,9,235,"Ingrid;Ragnhild;Thorgal Aegirsson"
"01",40,1,236,"Skadia;Thorgal Aegirsson"
"01",40,2,237,"Skadia;Thorgal Aegirsson"
"01",40,3,238,"Skadia;Thorgal Aegirsson"
"01",40,4,239,"Skadia;Thorgal Aegirsson"
"01",40,5,240,"Skadia;Thorgal Aegirsson"
"01",40,6,241,"Skadia;Thorgal Aegirsson"
"01",40,7,242,"Skadia;Thorgal Aegirsson"
"01",41,1,243,"Skadia;Thorgal Aegirsson"
"01",41,2,244,"Skadia;Thorgal Aegirsson"
"01",41,3,245,"Skadia;Thorgal Aegirsson"
"01",41,4,246,"Skadia;Thorgal Aegirsson"
"01",41,5,247,"Skadia;Thorgal Aegirsson"
"01",41,6,248,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,1,249,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,2,250,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,3,251,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,4,252,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,5,253,"Ingrid;Ragnhild;Skadia;Thorgal Aegirsson"
"01",42,6,254,"Skadia;Thorgal Aegirsson"
"01",43,1,255,"Skadia;Thorgal Aegirsson"
"01",43,2,256,"Skadia;Thorgal Aegirsson"
"01",43,3,257,"Skadia;Thorgal Aegirsson"
"01",43,4,258,"Skadia;Thorgal Aegirsson"
"01",43,5,259,"Skadia;Thorgal Aegirsson"
"01",44,1,260,"Skadia;Thorgal Aegirsson"
"01",44,2,261,"Skadia;Thorgal Aegirsson"
"01",44,3,262,"Skadia;Thorgal Aegirsson"
"01",44,4,263,"Skadia;Thorgal Aegirsson"
"01",44,5,264,"Skadia;Thorgal Aegirsson"
"01",44,6,265,"Skadia;Thorgal Aegirsson"
"01",45,1,266,"Skadia;Thorgal Aegirsson"
"01",45,2,267,"Skadia;Thorgal Aegirsson"
"01",45,3,268,"Skadia;Thorgal Aegirsson"
"01",45,4,269,"Skadia;Thorgal Aegirsson"
"01",45,5,270,"Skadia;Thorgal Aegirsson"
"01",45,6,271,"Skadia;Thorgal Aegirsson"
"01",46,1,272,"Skadia;Thorgal Aegirsson"
"01",46,2,273,"Skadia;Thorgal Aegirsson"
"01",46,3,274,"Skadia;Thorgal Aegirsson"
"01",46,4,275,"Skadia;Thorgal Aegirsson"
"01",46,5,276,"Skadia;Thorgal Aegirsson"
"01",46,6,277,"Skadia;Thorgal Aegirsson"
"01",46,7,278,"Skadia;Thorgal Aegirsson"
"01",46,8,279,"Skadia;Thorgal Aegirsson"
"01",47,1,280,"Skadia;Thorgal Aegirsson"
"01",47,2,281,"Skadia;Thorgal Aegirsson"
"01",47,3,282,"Skadia;Thorgal Aegirsson"
"01",47,4,283,"Skadia;Thorgal Aegirsson"
"01",47,5,284,"Skadia;Thorgal Aegirsson"
"01",47,6,285,"Skadia;Thorgal Aegirsson"
"01",48,1,286,"Thorgal Aegirsson"
"01",48,2,287,"Thorgal Aegirsson"
"01",48,3,288,"Thorgal Aegirsson"
"01",48,4,289,"Thorgal Aegirsson"
"01",48,5,290,"Thorgal Aegirsson"
"01",48,6,291,"Thorgal Aegirsson"
"01",48,7,292,"Thorgal Aegirsson"
"01",48,8,293,"Thorgal Aegirsson"
"02",3,1,294,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",3,2,295,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",3,3,296,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",4,1,297,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",4,2,298,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",4,3,299,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",4,4,300,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",4,5,301,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,1,302,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,2,303,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,3,304,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,4,305,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,5,306,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",5,6,307,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,1,308,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,2,309,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,3,310,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,4,311,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,5,312,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",6,6,313,"Aaricia Gandalfsdottir;Radon l'aigle;Solveig;Tabor l'aigle"
"02",7,1,314,"Aaricia Gandalfsdottir;Akwila;Radon l'aigle;Tabor l'aigle"
"02",7,2,315,"Aaricia Gandalfsdottir;Akwila;Radon l'aigle;Tabor l'aigle"
"02",7,3,316,"Aaricia Gandalfsdottir;Akwila;Radon l'aigle;Tabor l'aigle"
"02",7,4,317,"Aaricia Gandalfsdottir;Akwila;Radon l'aigle;Tabor l'aigle"
"02",7,5,318,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",7,6,319,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",7,7,320,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",8,1,321,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",8,2,322,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
"02",8,3,323,"Björn Gandalfson;Gandalf-le-fou;Ivar;Koltar l'aigle;Thorgal Aegirsson;Vikings_2.4"
